Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:06:28,Fortnite,NEW SEASON IS HERE | USE CODE BUSHCAMPDAD #AD,BushCampDad,No Tags,773K,773042//780000,No Goal,Unknown
