Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:51:04,League of Legends,CO STREAM LEC | BDS VS FNC | MKOI VS GX | NOS LO JUGAMOS TODO HOY #WatchLEC,knekro,No Tags,1.2M,No Goal,No Goal,Unknown
