Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:10:56,Special Events,"Braintrain, das Quizformat powerd by @kuroxki mit @roniar_tv @der_daniel @batmanvssparrow || !dc !socials @sventyo",HordaLAN,No Tags,4K,No Goal,No Goal,Unknown
