Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:12:11,Marvel Rivals,The GTARP Marvel Rivals Charity League | Week 4/4 - Day 3/3 | !charity TO DONATE | !website | HELP US REACH OUR 10k GOAL !donate,Capped,No Tags,64K,No Goal,No Goal,Unknown
