Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:33:55,VALORANT,おは2,anil4pengvin,No Tags,Unknown,No Goal,No Goal,Unknown
