Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:50:00,Rocket League,DROPS ACTIVADOS! 🔴 FINALES DE LA RLCS DE EU| !Drops | Código DUALVIEW | !eneba | !AIM | !canales | !donar,DualViewYT,No Tags,285K,No Goal,/140,102
