Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:35:54,Just Chatting,OPENING KART POKEMON ZA 10000ZŁ || !g4 !pirateswap !steel !dzik !betclic !strona !nagrody,BanduraCartel,No Tags,599K,No Goal,/4300,1385
