Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:31:00,Just Chatting,😳WAHL2025 | ANTI-GRÜNEN STREAM😳,Dekarldent,No Tags,106K,105850//106000,No Goal,Unknown
