Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:55:03,Fortnite,FN NEW SEASON GRIND | NOBLE 24/7 | 2X FNCS WINNER | !shirt !org !argonpads !eor !dc,vicotryona,No Tags,Unknown,No Goal,No Goal,Unknown
