Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:33:09,Path of Exile,Бычий цепень ищет реально хрутой ивент !счастье,Cepreu_Inq,No Tags,58.8K,No Goal,No Goal,Unknown
