Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:23:20,World of Warcraft,HARDCORE LVL 54 avec @luuxia [NO CAM] | !label !boutique !patreon !vero,Ponce,No Tags,Unknown,No Goal,No Goal,Unknown
