Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:41:10,Apex Legends,"🔴алкострим, всех с праздником!) / !tg !sens !settings",Flanzinho,No Tags,10.7K,No Goal,No Goal,Unknown
