Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:46:41,Counter-Strike,🔥 MANSION КАСТ PGL W/ @fandercs @pokanoname @bandurka @almazer5 ЯКУБОВИЧ 🔥FALCONS vs. MOUZ 🔥!TG !ФРИБЕТ15К,pokanoname,No Tags,598K,598488//600000,No Goal,Unknown
