Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:40:16,Counter-Strike,"[RU] OFFCAST | MOUZ [0:0] Team Falcons | PGL Cluj-Napoca 2025: Finals | BO5 | @jay_tb, @Solaar_06, @cybercracken & @nastyamulla",cs2_paragon_ru,No Tags,176K,No Goal,No Goal,Unknown
