Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:43:16,Counter-Strike,[UA] MOUZ vs Falcons (0:0) BO5 | PGL Cluj-Napoca 2025 - Grand final | by @homer_on_tv & @askaloneo,pelaajatcom,No Tags,102K,No Goal,No Goal,Unknown
