Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:43:46,Rocket League,[DROPS] Vitality vs Karmine 19H | !bracket | !Intel | !HelloFresh,FuuRy_Off,No Tags,327K,No Goal,/4300,683
