Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 22:03:27,ELDEN RING,RANDOMIZER NO HIT RUN(s) | !GodRun | !NewVid | !PCS !ToA #ad,dinossindgeil,No Tags,Unknown,No Goal,No Goal,Unknown
