Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:50:03,Counter-Strike,FALCONS vs. MOUZ 🏆 | 12H+ STREAM & in BDAY reinfeiern 🥳🍾 | !fantasy !holy !farmskins !dm !rambo !csmoney !maps,forg1,No Tags,225K,No Goal,/1500,778
