Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:25:29,EA Sports FC 25,DFB-ePokal powered by ERGO | 2. Hauptrunde – Top 32 | Tag 2,kickerEsport,No Tags,Unknown,No Goal,No Goal,Unknown
