Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:21:58,Path of Exile,!drops - !mageblood Obtained - !mb1 !faq !guide - !build !filter !pixio,fubgun,No Tags,126K,No Goal,No Goal,Unknown
