Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:15:40,Marvel Rivals,DROPS обнова и теперь я боксер !ds !tg,larem1n,No Tags,19.2K,No Goal,No Goal,Unknown
