Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:55:18,League of Legends,LEC co-stream | Fnatic vs Team BDS | Winter W5 D2 | #WatchLEC | !roglec !merch !chronicles,Xnapycz,No Tags,204K,No Goal,No Goal,Unknown
