Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 22:24:32,TEKKEN 8,Rage LX #2 - Torneio Mensal de Lisboa!!,Locus_Crew,No Tags,Unknown,No Goal,No Goal,Unknown
