Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:53:46,Mecha BREAK,!vpn || waiting for mecha break servers to come up,Onepeg,No Tags,Unknown,No Goal,No Goal,Unknown
