Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:41:32,Counter-Strike,Falcons vs MOUZ | PGL Cluj-Napoca 2025 - Playoffs | com o @move_mind | @ OG SunFlower House,Officialfoxcn,No Tags,166K,No Goal,No Goal,Unknown
