Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:30:08,World of Warcraft,<GO AGAIN> TOCA EMPEZAR CON DUNGEOSAN DE VERDAD ¡RECTA FINAL! | !CASTIGO !SORTEAZO,Phobyac,No Tags,43.4K,No Goal,No Goal,Unknown
