Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:48:25,Counter-Strike,[ESP] MOUZ vs. Falcons | Grand Final | PGL Cluj-Napoca 2025 | !fantasy !pgl !partidos | Más en @pituherranz,anastaze,No Tags,250K,249526//300000,No Goal,Unknown
