Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:34:05,Just Chatting,мальчики с др это вам 🌸| !tg !bb,by_Owl,No Tags,594K,No Goal,/3900,967
