Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:48:19,Rocket League,[PL] RLCS 2025 | Birmingham Major | Europe Open 3 | Dzień 2,polsatgames,No Tags,279K,No Goal,No Goal,Unknown
