Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:41:18,Dead by Daylight,2000€ Gaming PC Giveaway - (!CodePC) | !HOLY | !KORO | !Saturo | !PCHM | !Socials,Readyx,No Tags,38.8K,No Goal,/3900,3676
