Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:52:35,Rocket League,RLCS EU Watch party | نتفرج نهائي اوروبا 🐦‍⬛ #AlwaysVision,iR2veN,No Tags,16.4K,16435//20000,No Goal,Unknown
