Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:41:34,Rocket League,Geekay Esports vs Redemption | RLCS 2025 | Birmingham Open #3 | EU | Playoffs | Quarterfinals | Championship Sunday,RocketLeague,No Tags,4.3M,No Goal,No Goal,Unknown
