Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:03:59,Dota 2,[NO DELAY]Tundra Esports [0:0] BetBoom Team | DreamLeague S25: Group Stage | BO3 | @afoninje spoiler=ban,ramzes,No Tags,455K,454999//460000,No Goal,Unknown
