Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:39:23,Counter-Strike,[RU] Falcons [0:0] MOUZ | PGL Cluj-Napoca 2025 Grand Final | Day 3 /w @WorldEdit @mager1337,bySL4M,No Tags,391K,391284//1000000,No Goal,Unknown
