Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:47:00,Dead by Daylight,TIME 4 SUNDAY SILLY’S | !Youtube,Jelliottie,No Tags,46.4K,No Goal,/650,621
