Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:22:02,World of Warcraft,wow hardcore (go again) - dia 10,jujalag,No Tags,554K,No Goal,No Goal,Unknown
