Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:18:46,Teamfight Tactics,🍄 CARTMENS & LINN PLANERAR ODLINGEN | 🏆 !GIVEAWAY | 🎬 !KLIPP | 🤯 !2025 | 🍁 !APRIL | ▶️ !YOUTUBE,CARTMENS,No Tags,Unknown,No Goal,No Goal,Unknown
