Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 22:39:17,Hearthstone,[BG]13k->17k Новый патч уже в игре | Челлендж на BTC | !турнир на 500💰 | !патч !тг !подземелье,VladElisha,No Tags,6.2K,6150//10000,No Goal,Unknown
