Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:14:16,Overwatch 2,!DROPS || LIVE INFINITA - DVA DAY || !SORTEIO !rerun,VioletKill,No Tags,6.7K,No Goal,/200,97
