Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:43:52,Minecraft,FINISHING 250 NO RESET SPLIT TODAY (20 SPEEDRUNS) | !plush Is out yippee!! | CHARITY STUFF TOMORROW !aha | Sponsor later !monopolygo #ad,Couriway,No Tags,209K,208672//210000,No Goal,Unknown
