Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:09:51,Marvel Rivals,[DROPS]TOP 50 GAMER😤NEW PATCH😁ITS CLOBBERING TIME😎 ONE ABOVE ALL GAMING | !video !guide !tierlist !cosplay,TeamCaptain001,No Tags,40.6K,No Goal,No Goal,Unknown
