Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 22:27:13,TEKKEN 8,It Is What It Is | !Discord | !Merch,Hyperwoif1,No Tags,3.1K,No Goal,No Goal,Unknown
