Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:13:57,Marvel Rivals,🟣CHARITY TOURNEY🟣CELESTIAL 🟣 @ladydima | !discord,LadyDima,No Tags,56.8K,56776//60000,/1200,1109
