Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:20:08,World of Warcraft,ONLYFANGS - GETTING 60 AND PREPARING FOR MONDAY RAID ON MY PRIEST (FIRST TIME HEALING),sunglitters,No Tags,77.2K,77159//77000,No Goal,Unknown
