Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:34:26,Kings League,2ª JORNADA KINGS LEAGUE | 15:00 RAY - XBU | 16:00 JIJ - ELB | 17:00 SAI - KUN | 18:00 POR - 1K | 19:00 TRO - PIO | 20:00 MOS - ANI,DjMaRiiO,No Tags,1.8M,No Goal,No Goal,Unknown
