Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:19:33,Teamfight Tactics,ダブルアップ真面目にやって全然勝てなくて引退した。,tarotftuniversity,No Tags,Unknown,No Goal,No Goal,Unknown
