Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:36:50,VALORANT,Domingão da Paulão | Sorteio pros subs 19h | !BetBoom !Soldiers !Samsung !Boticario,Slaaal,No Tags,3.4K,3417//2900,No Goal,Unknown
