Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:39:51,Apex Legends,Join us on sub games today! 🎮 | !code 💞 !asmr 💞 !merch 💞 !socials,ItsSky,No Tags,Unknown,No Goal,No Goal,Unknown
