Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:20:42,Grand Theft Auto V,[NYX] POSZUKIWANIA KONFIDENTA - WAITING ROOM NA KAMERKE | !g4 !steel !dzik #ad #Współpraca,Fatek_,No Tags,Unknown,No Goal,No Goal,Unknown
