Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:48:43,Rocket League,✅DROPS ON✅|🔥EU OPEN #3 TOP 6🔥|❌NO PRE-ROLL ADS❌| !tts,JamaicanCoconut,No Tags,100K,100216//100000,No Goal,Unknown
