Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:50:24,IRL,Exploring Paris! | !socials @HAchubby,HAchubby,No Tags,Unknown,No Goal,No Goal,Unknown
