Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:57:09,Fortnite,new season pro customs | 2x fncs winner | !twitter !fncsvid !res !mod,FlickzyV2,No Tags,Unknown,No Goal,No Goal,Unknown
