Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:33:31,VALORANT,morning ranked,ScreaM,No Tags,1.6M,No Goal,/1000,629
