Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:15:53,Teamfight Tactics,📈 +200 LP TO EUW CHALLENGER HERE WE COME 📈 | regionals !guests announced | !tierlist updated for 13.6,Frodan,No Tags,133K,No Goal,/1500,1289
