Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:46:16,Counter-Strike,Falcons vs MOUZ | СТРИМ MANSION | PGL Cluj-Napoca | @anastaze | @pokanoname,bysTaXx,No Tags,2.2M,No Goal,No Goal,Unknown
