Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:05:01,Fortnite,!video | 17:30 NOBLE | !discord !prozis !org !vantaggi !updates,predagefn,No Tags,91.2K,No Goal,/480,393
