Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:31:03,World of Warcraft,<Heart and Soul> Yes I'm !dead. Bring it back! !apply !FastAF #doomhowl #HC #WoWClassic #Druid #Hunter,DodoRexy,No Tags,28K,No Goal,No Goal,Unknown
