Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:06:12,Dota 2,DREAMLEAGUE SEASON 25 - GROUPSTAGE 2 -tundra vs betboom - CO STREAM,singsing,No Tags,657K,No Goal,No Goal,Unknown
