Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:40:40,Counter-Strike,Falcons vs MOUZ | Wielki Finał | PGL Cluj-Napoca | Dzień 8 | reklama | !logitechg !rapidktl,IzakOOO,No Tags,2M,No Goal,No Goal,Unknown
