Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 22:03:03,ELDEN RING,3rd Playthrough | NO TILT DAY 12 | !qna !2nd !vods 😱 😳 🔴,dorozea,No Tags,Unknown,No Goal,No Goal,Unknown
