Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:35:04,EA Sports FC 25,WL 90 МАТЧЕЙ | ЗАКАЗЫВАЕМ МУЗЫКУ | ОБЩАЕМСЯ | FC 25 PS 5,roni51game,No Tags,13.4K,No Goal,No Goal,Unknown
