Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:03:44,Fortnite,Learning to LOVE this season | Duo's w/ @dakotaz,Swearin,No Tags,Unknown,No Goal,No Goal,Unknown
