Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:58:40,League of Legends,🔴LEC CO STREAM | BDS vs FNC | LE LOSER EST OUT | BO3 FEARLESS #WatchLEC, with Brizz94 ,No Tags,Unknown,No Goal,No Goal,Unknown
