Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 22:07:38,ELDEN RING,Beating the DLC today or I name my unborn kid Goku. Anniversary SUBATHON starts Friday! 17 weeks🤰 || !advgg !merch,alexnostalgix,No Tags,Unknown,No Goal,No Goal,Unknown
